,Name,date,test,value
4884,Chandler,2020-10-01,test10,0.5
4885,Phoebe,2021-02-24,test10,0.01
4886,Chandler,2020-10-06,test10,0.08
4887,Monica,2020-02-17,test10,0.11
4888,Phoebe,2021-03-29,test10,0.21
4889,Rachel,2020-05-24,test10,0.06
4890,Phoebe,2021-03-09,test10,0.6
4891,Phoebe,2020-07-15,test10,0.59
4892,Phoebe,2020-07-16,test10,0.36
4893,Phoebe,2021-02-16,test10,0.05
4894,Joey,2021-03-20,test10,0.64
4895,Monica,2021-01-11,test10,0.7
4896,Monica,2020-05-19,test10,0.93
4897,Ross,2021-03-31,test10,0.29
4898,Joey,2020-11-09,test10,0.19
4899,Chandler,2020-03-08,test10,0.97
4900,Rachel,2020-10-24,test10,0.34
4901,Joey,2020-02-20,test10,0.51
4902,Chandler,2020-10-20,test10,0.16
4903,Ross,2020-11-13,test10,0.45
4904,Ross,2020-04-13,test10,0.18
4905,Phoebe,2021-03-26,test10,0.71
4906,Rachel,2021-02-17,test10,0.89
4907,Ross,2020-12-29,test10,0.49
4908,Monica,2020-12-10,test10,0.19
4909,Chandler,2020-08-09,test10,0.25
4910,Monica,2020-08-20,test10,0.4
4911,Monica,2020-07-11,test10,0.0
4912,Monica,2020-07-27,test10,0.9
4913,Monica,2021-01-26,test10,0.3
4914,Phoebe,2020-12-07,test10,0.23
4915,Ross,2020-01-18,test10,0.64
4916,Phoebe,2020-11-29,test10,0.44
4917,Ross,2020-03-16,test10,0.33
4918,Phoebe,2020-12-01,test10,0.91
4919,Chandler,2020-06-05,test10,0.35
4920,Rachel,2020-04-01,test10,0.6
4921,Joey,2020-06-30,test10,0.85
4922,Chandler,2020-01-23,test10,0.47
4923,Monica,2020-04-16,test10,0.25
4924,Joey,2021-02-10,test10,0.41
4925,Monica,2020-01-11,test10,0.5
4926,Chandler,2021-04-14,test10,0.07
4927,Joey,2020-08-24,test10,0.31
4928,Phoebe,2020-02-26,test10,0.38
4929,Chandler,2021-03-03,test10,0.89
4930,Chandler,2021-05-01,test10,0.18
4931,Chandler,2020-02-23,test10,0.24
4932,Rachel,2020-06-14,test10,0.99
4933,Joey,2021-01-20,test10,0.39
4934,Rachel,2020-02-04,test10,0.61
4935,Monica,2021-03-19,test10,0.97
4936,Joey,2020-04-22,test10,0.12
4937,Rachel,2020-04-27,test10,0.04
4938,Joey,2021-02-15,test10,0.58
4939,Ross,2020-12-27,test10,0.0
4940,Rachel,2020-04-03,test10,0.73
4941,Phoebe,2020-04-19,test10,0.91
4942,Chandler,2020-05-23,test10,0.04
4943,Joey,2020-10-29,test10,0.45
4944,Joey,2020-10-07,test10,0.99
4945,Rachel,2020-01-06,test10,0.74
4946,Ross,2020-01-21,test10,0.36
4947,Ross,2020-06-18,test10,0.57
4948,Monica,2021-01-18,test10,0.8
4949,Ross,2020-12-08,test10,0.97
4950,Chandler,2020-02-01,test10,0.81
4951,Monica,2020-11-30,test10,0.72
4952,Phoebe,2020-10-02,test10,0.8
4953,Ross,2020-08-23,test10,0.74
4954,Rachel,2020-07-09,test10,0.61
4955,Ross,2021-02-26,test10,0.7
4956,Ross,2020-12-25,test10,0.83
4957,Chandler,2021-05-11,test10,0.39
4958,Monica,2020-01-19,test10,0.45
4959,Joey,2020-01-08,test10,0.69
4960,Chandler,2020-05-04,test10,0.26
4961,Rachel,2020-01-24,test10,0.69
4962,Phoebe,2020-08-06,test10,0.47
4963,Joey,2020-09-15,test10,0.87
4964,Monica,2021-05-10,test10,0.73
4965,Phoebe,2020-09-13,test10,0.74
4966,Joey,2020-12-11,test10,0.28
4967,Joey,2020-03-11,test10,0.67
4968,Monica,2020-05-15,test10,0.44
4969,Phoebe,2020-10-22,test10,0.43
4970,Ross,2020-06-01,test10,0.18
4971,Chandler,2020-09-21,test10,0.78
4972,Ross,2020-05-10,test10,0.11
4973,Joey,2020-03-05,test10,0.93
4974,Ross,2020-05-02,test10,0.36
4975,Ross,2020-10-15,test10,0.51
4976,Ross,2020-11-12,test10,0.14
4977,Rachel,2020-07-05,test10,0.19
4978,Rachel,2020-05-28,test10,0.88
4979,Chandler,2020-08-12,test10,0.64
4980,Chandler,2020-04-26,test10,0.5
4981,Rachel,2021-02-18,test10,0.75
4982,Chandler,2020-03-23,test10,0.83
4983,Rachel,2020-05-18,test10,0.66
4984,Joey,2020-02-19,test10,0.99
4985,Rachel,2021-04-20,test10,0.55
4986,Monica,2020-07-06,test10,0.45
4987,Monica,2020-05-31,test10,0.54
4988,Monica,2020-12-16,test10,0.48
4989,Monica,2020-01-22,test10,0.24
4990,Joey,2020-11-22,test10,0.63
4991,Joey,2021-04-18,test10,0.79
4992,Chandler,2021-04-08,test10,0.64
4993,Joey,2021-03-06,test10,0.63
4994,Monica,2020-08-15,test10,0.76
4995,Monica,2020-04-08,test10,0.3
4996,Joey,2020-12-30,test10,0.54
4997,Joey,2021-04-16,test10,0.89
4998,Chandler,2020-08-25,test10,0.39
4999,Rachel,2021-05-07,test10,0.18
5000,Joey,2020-05-29,test11,0.82
5001,Chandler,2021-04-07,test11,0.55
5002,Rachel,2021-05-06,test11,0.73
5003,Joey,2020-10-10,test11,0.56
5004,Ross,2020-08-27,test11,0.25
5005,Rachel,2020-01-04,test11,0.86
5006,Phoebe,2020-10-18,test11,0.77
5007,Rachel,2020-07-07,test11,0.67
5008,Chandler,2020-12-06,test11,0.94
5009,Phoebe,2021-01-06,test11,0.56
5010,Monica,2020-08-13,test11,0.14
5011,Chandler,2020-09-06,test11,0.37
5012,Chandler,2020-05-11,test11,0.24
5013,Joey,2020-06-07,test11,0.23
5014,Phoebe,2021-04-09,test11,0.15
5015,Monica,2020-06-08,test11,0.55
5016,Monica,2020-10-17,test11,0.56
5017,Monica,2021-04-26,test11,0.69
5018,Joey,2020-05-16,test11,0.05
5019,Ross,2020-12-19,test11,0.91
5020,Monica,2020-07-19,test11,0.8
5021,Ross,2020-09-07,test11,0.04
5022,Ross,2020-01-02,test11,0.34
5023,Phoebe,2021-01-31,test11,0.21
5024,Joey,2020-11-11,test11,0.58
5025,Chandler,2020-08-29,test11,0.88
5026,Monica,2020-03-29,test11,0.33
5027,Monica,2021-03-02,test11,0.49
5028,Ross,2020-02-18,test11,0.32
5029,Ross,2020-06-04,test11,0.02
5030,Chandler,2021-01-10,test11,0.34
5031,Phoebe,2021-02-07,test11,0.6
5032,Ross,2020-02-02,test11,0.94
5033,Phoebe,2020-03-01,test11,0.48
5034,Joey,2020-11-19,test11,0.09
5035,Chandler,2020-03-20,test11,0.29
5036,Joey,2021-05-08,test11,0.22
5037,Joey,2020-09-26,test11,0.35
5038,Phoebe,2020-04-02,test11,0.82
5039,Joey,2021-02-06,test11,0.45
5040,Phoebe,2020-09-29,test11,0.49
5041,Ross,2020-02-16,test11,0.37
5042,Chandler,2020-01-17,test11,0.21
5043,Rachel,2020-10-08,test11,0.0
5044,Rachel,2020-10-11,test11,0.97
5045,Chandler,2021-03-27,test11,0.2
5046,Rachel,2020-12-14,test11,0.68
5047,Rachel,2020-01-05,test11,0.42
5048,Monica,2020-04-12,test11,0.03
5049,Joey,2020-03-03,test11,0.34
5050,Monica,2020-09-11,test11,0.23
5051,Rachel,2021-02-21,test11,0.02
5052,Chandler,2020-01-09,test11,0.28
5053,Phoebe,2020-05-05,test11,0.66
5054,Chandler,2020-05-06,test11,0.87
5055,Phoebe,2020-03-26,test11,0.75
5056,Rachel,2021-03-04,test11,0.13
5057,Rachel,2020-07-13,test11,0.89
5058,Rachel,2020-02-22,test11,0.12
5059,Chandler,2021-03-28,test11,0.88
5060,Chandler,2020-01-31,test11,0.04
5061,Ross,2021-04-04,test11,1.0
5062,Rachel,2020-08-21,test11,0.98
5063,Monica,2020-11-25,test11,0.45
5064,Chandler,2020-03-17,test11,0.54
5065,Phoebe,2020-03-19,test11,0.72
5066,Monica,2020-04-10,test11,0.12
5067,Joey,2020-02-12,test11,0.6
5068,Chandler,2020-10-16,test11,0.48
5069,Chandler,2020-11-21,test11,0.42
5070,Joey,2021-02-13,test11,0.64
5071,Joey,2020-08-30,test11,0.08
5072,Chandler,2020-07-04,test11,0.85
5073,Phoebe,2020-05-13,test11,0.13
5074,Phoebe,2021-01-05,test11,0.41
5075,Rachel,2020-04-28,test11,0.27
5076,Joey,2020-02-03,test11,0.41
5077,Phoebe,2020-10-21,test11,0.79
5078,Ross,2020-07-03,test11,0.83
5079,Chandler,2020-11-14,test11,0.86
5080,Joey,2020-06-09,test11,0.91
5081,Monica,2020-08-22,test11,0.18
5082,Ross,2020-04-05,test11,0.61
5083,Chandler,2020-04-14,test11,0.56
5084,Rachel,2020-04-23,test11,0.39
5085,Rachel,2021-04-02,test11,0.05
5086,Phoebe,2020-07-12,test11,0.87
5087,Phoebe,2020-06-12,test11,0.01
5088,Rachel,2021-04-13,test11,0.69
5089,Ross,2021-02-20,test11,0.07
5090,Phoebe,2020-09-03,test11,0.88
5091,Joey,2020-11-06,test11,0.6
5092,Ross,2020-09-12,test11,0.5
5093,Chandler,2021-01-14,test11,0.83
5094,Rachel,2020-04-15,test11,0.11
5095,Phoebe,2021-03-30,test11,0.35
5096,Chandler,2020-08-18,test11,0.75
5097,Chandler,2020-10-09,test11,0.24
5098,Phoebe,2020-08-08,test11,0.12
5099,Ross,2021-01-12,test11,0.48
5100,Phoebe,2020-10-05,test11,0.21
5101,Monica,2020-06-29,test11,0.15
5102,Phoebe,2020-05-27,test11,0.86
5103,Chandler,2020-07-10,test11,0.38
5104,Ross,2020-01-10,test11,0.96
5105,Ross,2021-05-04,test11,0.95
5106,Rachel,2021-04-23,test11,0.31
5107,Phoebe,2021-01-07,test11,0.5
5108,Joey,2020-02-14,test11,0.75
5109,Chandler,2020-12-04,test11,0.05
5110,Monica,2020-02-09,test11,0.91
5111,Rachel,2020-10-12,test11,0.65
5112,Joey,2020-08-17,test11,0.9
5113,Chandler,2020-08-28,test11,0.95
5114,Joey,2021-05-13,test11,1.0
5115,Chandler,2020-10-25,test11,0.4
5116,Phoebe,2021-02-11,test11,0.91
5117,Chandler,2020-11-05,test11,0.2
5118,Chandler,2020-07-28,test11,0.05
5119,Rachel,2020-03-25,test11,0.71
5120,Phoebe,2021-01-15,test11,0.92
5121,Phoebe,2020-06-02,test11,0.87
5122,Chandler,2021-01-28,test11,0.21
5123,Ross,2021-04-28,test11,0.74
5124,Chandler,2020-02-06,test11,0.64
5125,Phoebe,2020-08-03,test11,0.2
5126,Chandler,2020-07-23,test11,0.42
5127,Rachel,2020-01-20,test11,0.43
5128,Monica,2021-02-12,test11,0.9
5129,Monica,2020-05-12,test11,0.96
5130,Ross,2021-03-07,test11,0.36
5131,Phoebe,2020-08-07,test11,0.46
5132,Phoebe,2020-07-14,test11,0.11
5133,Rachel,2020-01-26,test11,0.25
5134,Joey,2020-09-08,test11,0.26
5135,Rachel,2020-08-14,test11,0.44
5136,Rachel,2020-06-19,test11,0.32
5137,Ross,2020-12-20,test11,0.19
5138,Monica,2020-05-14,test11,0.21
5139,Chandler,2020-06-20,test11,0.0
5140,Rachel,2020-05-03,test11,0.85
5141,Monica,2020-08-19,test11,0.7
5142,Rachel,2020-03-10,test11,0.37
5143,Monica,2021-04-21,test11,0.79
5144,Monica,2020-07-31,test11,0.92
5145,Chandler,2020-07-29,test11,0.58
5146,Joey,2020-12-28,test11,0.26
5147,Phoebe,2020-08-26,test11,0.23
5148,Chandler,2020-01-30,test11,0.42
5149,Rachel,2020-02-11,test11,0.2
5150,Ross,2021-05-09,test11,0.87
5151,Monica,2020-12-18,test11,0.47
5152,Ross,2020-01-25,test11,0.4
5153,Ross,2020-12-23,test11,0.7
5154,Rachel,2020-11-02,test11,0.72
5155,Joey,2020-08-04,test11,0.48
5156,Ross,2021-01-16,test11,0.35
5157,Ross,2021-03-12,test11,0.39
5158,Ross,2020-02-05,test11,0.07
5159,Chandler,2020-11-15,test11,0.63
5160,Joey,2021-03-08,test11,0.19
5161,Monica,2020-01-28,test11,0.44
5162,Ross,2021-03-13,test11,0.38
5163,Rachel,2021-03-16,test11,0.98
5164,Ross,2021-03-11,test11,0.42
5165,Ross,2020-09-05,test11,0.65
5166,Ross,2020-07-26,test11,0.62
5167,Ross,2020-04-30,test11,0.37
5168,Phoebe,2020-04-11,test11,0.13
5169,Monica,2020-05-22,test11,0.76
5170,Chandler,2020-08-11,test11,0.97
5171,Chandler,2020-01-27,test11,0.99
5172,Monica,2020-03-04,test11,0.84
5173,Chandler,2021-02-14,test11,0.97
5174,Phoebe,2021-04-27,test11,0.4
5175,Joey,2020-04-18,test11,0.98
5176,Rachel,2020-04-06,test11,0.62
5177,Phoebe,2020-04-04,test11,0.45
5178,Chandler,2021-04-11,test11,0.03
5179,Monica,2020-10-28,test11,0.69
5180,Joey,2020-11-03,test11,0.94
5181,Monica,2021-02-04,test11,0.67
5182,Rachel,2020-07-30,test11,0.78
5183,Chandler,2021-01-22,test11,0.71
5184,Joey,2020-01-15,test11,0.09
5185,Chandler,2020-07-18,test11,0.92
5186,Ross,2020-07-22,test11,0.78
5187,Monica,2021-02-23,test11,0.31
5188,Rachel,2020-10-19,test11,0.44
5189,Joey,2020-07-02,test11,0.78
5190,Phoebe,2020-05-30,test11,0.48
5191,Monica,2020-10-14,test11,0.74
5192,Chandler,2020-01-03,test11,0.41
5193,Ross,2020-06-24,test11,0.58
5194,Ross,2021-02-19,test11,0.24
5195,Joey,2020-04-29,test11,0.87
5196,Monica,2021-04-24,test11,0.74
5197,Rachel,2021-01-21,test11,0.1
5198,Monica,2020-04-20,test11,0.83
5199,Joey,2020-02-08,test11,0.81
5200,Phoebe,2021-02-05,test11,0.59
5201,Rachel,2020-12-22,test11,0.97
5202,Ross,2020-03-27,test11,0.83
5203,Rachel,2020-05-07,test11,0.57
5204,Monica,2020-12-24,test11,0.44
5205,Phoebe,2020-05-08,test11,0.86
5206,Phoebe,2020-02-21,test11,0.68
5207,Phoebe,2020-11-04,test11,0.92
5208,Phoebe,2020-01-07,test11,0.14
5209,Joey,2021-01-01,test11,0.58
5210,Joey,2021-03-10,test11,0.9
5211,Joey,2021-03-14,test11,0.14
5212,Chandler,2020-11-23,test11,0.89
5213,Joey,2020-02-15,test11,0.37
5214,Joey,2020-11-17,test11,0.42
5215,Phoebe,2021-04-29,test11,0.61
5216,Monica,2020-04-25,test11,0.43
5217,Joey,2020-06-27,test11,0.38
5218,Ross,2020-02-25,test11,0.52
5219,Chandler,2020-11-16,test11,0.78
5220,Ross,2021-02-02,test11,0.71
5221,Phoebe,2020-12-13,test11,0.98
5222,Monica,2020-10-03,test11,0.38
5223,Monica,2020-10-23,test11,0.96
5224,Chandler,2020-05-21,test11,0.84
5225,Monica,2020-06-22,test11,0.97
5226,Chandler,2020-11-24,test11,0.13
5227,Phoebe,2021-02-28,test11,0.68
5228,Joey,2021-01-17,test11,0.94
5229,Joey,2020-06-03,test11,0.23
5230,Rachel,2021-05-12,test11,0.25
5231,Phoebe,2020-04-24,test11,0.55
5232,Joey,2021-03-21,test11,0.36
5233,Monica,2020-12-09,test11,0.3
5234,Chandler,2020-06-28,test11,0.21
5235,Ross,2020-11-07,test11,0.79
5236,Ross,2021-05-03,test11,0.14
5237,Rachel,2021-01-23,test11,0.79
5238,Joey,2020-04-21,test11,0.55
5239,Ross,2020-10-27,test11,0.68
5240,Joey,2020-03-31,test11,0.74
5241,Phoebe,2021-03-25,test11,0.14
5242,Phoebe,2020-01-13,test11,0.87
5243,Monica,2020-09-23,test11,0.8
5244,Rachel,2021-01-30,test11,0.12
5245,Phoebe,2020-06-10,test11,0.02
5246,Rachel,2020-11-08,test11,0.86
5247,Rachel,2021-04-01,test11,0.75
5248,Rachel,2020-06-16,test11,0.57
5249,Rachel,2020-10-04,test11,0.21
5250,Joey,2021-01-09,test11,0.32
5251,Ross,2020-11-01,test11,0.46
5252,Phoebe,2020-08-01,test11,0.0
5253,Chandler,2021-01-27,test11,0.42
5254,Joey,2020-09-30,test11,0.68
5255,Ross,2020-03-12,test11,0.46
5256,Chandler,2020-04-17,test11,0.15
5257,Ross,2020-06-23,test11,0.04
5258,Ross,2020-09-10,test11,0.96
5259,Ross,2020-11-28,test11,0.32
5260,Joey,2020-04-07,test11,0.9
5261,Joey,2021-01-04,test11,0.92
5262,Rachel,2020-10-13,test11,0.52
5263,Chandler,2020-12-05,test11,0.85
5264,Monica,2020-12-03,test11,0.51
5265,Ross,2020-09-19,test11,0.76
5266,Monica,2020-01-29,test11,0.76
5267,Monica,2020-01-12,test11,0.15
5268,Joey,2020-09-22,test11,0.12
5269,Joey,2020-10-26,test11,0.62
5270,Joey,2020-12-15,test11,0.5
5271,Rachel,2020-11-20,test11,0.5
5272,Ross,2020-09-28,test11,0.02
5273,Monica,2020-02-29,test11,0.43
5274,Joey,2021-01-19,test11,0.07
5275,Rachel,2020-02-10,test11,0.41
5276,Rachel,2020-12-02,test11,0.15
5277,Rachel,2020-12-26,test11,0.3
5278,Joey,2021-02-08,test11,0.39
5279,Ross,2021-03-17,test11,0.38
5280,Ross,2020-03-24,test11,0.7
5281,Ross,2021-01-29,test11,0.39
5282,Ross,2020-12-17,test11,0.94
5283,Phoebe,2021-02-22,test11,0.64
5284,Phoebe,2020-09-24,test11,0.38
5285,Joey,2020-04-09,test11,0.87
5286,Rachel,2020-09-02,test11,0.21
5287,Ross,2021-04-30,test11,0.87
5288,Joey,2020-09-18,test11,0.3
5289,Monica,2020-05-25,test11,0.02
5290,Monica,2020-07-21,test11,0.32
5291,Chandler,2020-10-31,test11,0.1
5292,Ross,2021-03-05,test11,0.85
5293,Phoebe,2020-05-01,test11,0.87
5294,Ross,2020-09-16,test11,0.87
5295,Ross,2020-03-21,test11,0.12
5296,Phoebe,2020-09-20,test11,0.7
5297,Rachel,2020-06-21,test11,0.53
5298,Phoebe,2021-01-03,test11,0.4
5299,Rachel,2021-03-15,test11,0.38
5300,Monica,2021-02-01,test11,0.58
5301,Rachel,2020-02-07,test11,0.7
5302,Rachel,2021-04-06,test11,0.48
5303,Phoebe,2021-04-15,test11,0.51
5304,Phoebe,2020-07-24,test11,0.41
5305,Joey,2020-03-18,test11,0.72
5306,Chandler,2021-01-24,test11,0.88
5307,Monica,2020-07-20,test11,0.64
5308,Monica,2020-12-21,test11,0.66
5309,Monica,2021-03-22,test11,0.83
5310,Phoebe,2020-06-06,test11,0.44
5311,Joey,2020-08-10,test11,0.32
5312,Joey,2020-06-26,test11,0.84
5313,Phoebe,2020-03-06,test11,0.86
5314,Phoebe,2020-09-01,test11,0.85
5315,Monica,2020-09-27,test11,0.99
5316,Monica,2021-01-13,test11,0.6
5317,Chandler,2021-04-17,test11,0.83
5318,Phoebe,2020-12-12,test11,0.95
5319,Phoebe,2021-05-02,test11,0.13
5320,Phoebe,2020-03-22,test11,0.48
5321,Chandler,2020-07-17,test11,0.49
5322,Ross,2020-11-26,test11,0.24
5323,Monica,2020-02-13,test11,1.0
5324,Monica,2021-04-19,test11,0.62
5325,Rachel,2021-03-01,test11,0.44
5326,Joey,2020-03-09,test11,0.08
5327,Ross,2020-12-31,test11,0.03
5328,Monica,2021-04-10,test11,0.61
5329,Ross,2021-04-12,test11,0.75
5330,Monica,2020-11-18,test11,0.15
5331,Chandler,2020-10-30,test11,0.96
5332,Joey,2021-02-03,test11,0.47
5333,Joey,2020-05-20,test11,0.02
5334,Monica,2020-09-25,test11,0.5
5335,Monica,2020-05-17,test11,0.81
5336,Rachel,2021-04-03,test11,0.71
5337,Ross,2021-02-27,test11,0.34
5338,Ross,2021-01-08,test11,0.14
5339,Chandler,2020-03-28,test11,0.87
5340,Monica,2021-02-25,test11,0.87
5341,Monica,2020-11-10,test11,0.78
5342,Monica,2020-02-28,test11,0.84
5343,Rachel,2020-09-09,test11,0.93
5344,Chandler,2020-11-27,test11,0.82
5345,Phoebe,2021-02-09,test11,0.45
5346,Chandler,2020-03-15,test11,0.0
5347,Joey,2020-01-14,test11,0.18
5348,Ross,2020-05-09,test11,0.99
5349,Rachel,2020-03-30,test11,0.53
5350,Rachel,2021-01-25,test11,0.23
5351,Joey,2020-02-27,test11,0.86
5352,Phoebe,2020-08-02,test11,0.03
5353,Ross,2020-09-04,test11,0.94
5354,Rachel,2021-05-05,test11,0.81
5355,Phoebe,2020-06-17,test11,0.4
5356,Ross,2020-03-02,test11,0.85
5357,Joey,2021-04-25,test11,0.09
5358,Ross,2020-02-24,test11,0.51
5359,Ross,2020-07-08,test11,0.13
5360,Chandler,2020-06-15,test11,0.85
5361,Phoebe,2020-08-16,test11,0.76
5362,Monica,2021-04-05,test11,0.61
5363,Rachel,2021-05-14,test11,0.54
5364,Monica,2020-07-25,test11,0.2
5365,Rachel,2020-01-01,test11,0.3
5366,Phoebe,2020-06-25,test11,0.21
5367,Rachel,2020-06-11,test11,0.74
5368,Rachel,2021-03-23,test11,0.98
5369,Phoebe,2020-09-14,test11,0.79
5370,Rachel,2020-03-14,test11,0.45
5371,Chandler,2020-09-17,test11,0.33
5372,Rachel,2021-04-22,test11,0.73
5373,Chandler,2020-08-05,test11,0.67
5374,Joey,2021-03-18,test11,0.85
5375,Ross,2021-01-02,test11,0.24
5376,Phoebe,2021-03-24,test11,1.0
5377,Chandler,2020-06-13,test11,0.24
5378,Rachel,2020-05-26,test11,0.0
5379,Chandler,2020-08-31,test11,0.87
5380,Monica,2020-03-13,test11,0.73
5381,Phoebe,2020-03-07,test11,0.82
5382,Rachel,2020-07-01,test11,0.08
5383,Joey,2020-01-16,test11,0.28
5384,Chandler,2020-10-01,test11,0.64
5385,Phoebe,2021-02-24,test11,0.19
5386,Chandler,2020-10-06,test11,0.89
5387,Monica,2020-02-17,test11,0.94
5388,Phoebe,2021-03-29,test11,0.07
5389,Rachel,2020-05-24,test11,0.58
5390,Phoebe,2021-03-09,test11,0.23
5391,Phoebe,2020-07-15,test11,0.85
5392,Phoebe,2020-07-16,test11,0.42
5393,Phoebe,2021-02-16,test11,0.82
5394,Joey,2021-03-20,test11,1.0
5395,Monica,2021-01-11,test11,0.0
5396,Monica,2020-05-19,test11,0.48
5397,Ross,2021-03-31,test11,0.41
5398,Joey,2020-11-09,test11,0.74
5399,Chandler,2020-03-08,test11,0.19
5400,Rachel,2020-10-24,test11,0.99
5401,Joey,2020-02-20,test11,0.25
5402,Chandler,2020-10-20,test11,0.25
5403,Ross,2020-11-13,test11,0.95
5404,Ross,2020-04-13,test11,0.32
5405,Phoebe,2021-03-26,test11,1.0
5406,Rachel,2021-02-17,test11,0.65
5407,Ross,2020-12-29,test11,0.62
5408,Monica,2020-12-10,test11,0.19
5409,Chandler,2020-08-09,test11,0.15
5410,Monica,2020-08-20,test11,0.41
5411,Monica,2020-07-11,test11,0.58
5412,Monica,2020-07-27,test11,0.42
5413,Monica,2021-01-26,test11,0.86
5414,Phoebe,2020-12-07,test11,0.57
5415,Ross,2020-01-18,test11,0.13
5416,Phoebe,2020-11-29,test11,0.67
5417,Ross,2020-03-16,test11,0.93
5418,Phoebe,2020-12-01,test11,0.02
5419,Chandler,2020-06-05,test11,0.43
5420,Rachel,2020-04-01,test11,0.07
5421,Joey,2020-06-30,test11,0.53
5422,Chandler,2020-01-23,test11,0.93
5423,Monica,2020-04-16,test11,0.4
5424,Joey,2021-02-10,test11,0.43
5425,Monica,2020-01-11,test11,0.34
5426,Chandler,2021-04-14,test11,0.24
5427,Joey,2020-08-24,test11,0.92
5428,Phoebe,2020-02-26,test11,0.22
5429,Chandler,2021-03-03,test11,0.86
5430,Chandler,2021-05-01,test11,0.77
5431,Chandler,2020-02-23,test11,0.31
5432,Rachel,2020-06-14,test11,0.24
5433,Joey,2021-01-20,test11,0.48
5434,Rachel,2020-02-04,test11,0.18
5435,Monica,2021-03-19,test11,0.34
5436,Joey,2020-04-22,test11,0.21
5437,Rachel,2020-04-27,test11,0.8
5438,Joey,2021-02-15,test11,0.95
5439,Ross,2020-12-27,test11,0.75
5440,Rachel,2020-04-03,test11,0.4
5441,Phoebe,2020-04-19,test11,0.98
5442,Chandler,2020-05-23,test11,0.64
5443,Joey,2020-10-29,test11,0.96
5444,Joey,2020-10-07,test11,0.36
5445,Rachel,2020-01-06,test11,0.02
5446,Ross,2020-01-21,test11,0.39
5447,Ross,2020-06-18,test11,0.47
5448,Monica,2021-01-18,test11,0.74
5449,Ross,2020-12-08,test11,0.07
5450,Chandler,2020-02-01,test11,0.39
5451,Monica,2020-11-30,test11,0.19
5452,Phoebe,2020-10-02,test11,0.74
5453,Ross,2020-08-23,test11,0.71
5454,Rachel,2020-07-09,test11,0.96
5455,Ross,2021-02-26,test11,0.74
5456,Ross,2020-12-25,test11,0.02
5457,Chandler,2021-05-11,test11,0.81
5458,Monica,2020-01-19,test11,0.72
5459,Joey,2020-01-08,test11,0.76
5460,Chandler,2020-05-04,test11,0.77
5461,Rachel,2020-01-24,test11,0.82
5462,Phoebe,2020-08-06,test11,0.94
5463,Joey,2020-09-15,test11,0.89
5464,Monica,2021-05-10,test11,0.88
5465,Phoebe,2020-09-13,test11,0.54
5466,Joey,2020-12-11,test11,0.54
5467,Joey,2020-03-11,test11,0.31
5468,Monica,2020-05-15,test11,0.43
5469,Phoebe,2020-10-22,test11,0.69
5470,Ross,2020-06-01,test11,0.01
5471,Chandler,2020-09-21,test11,0.58
5472,Ross,2020-05-10,test11,0.62
5473,Joey,2020-03-05,test11,0.86
5474,Ross,2020-05-02,test11,0.2
5475,Ross,2020-10-15,test11,0.9
5476,Ross,2020-11-12,test11,0.9
5477,Rachel,2020-07-05,test11,0.97
5478,Rachel,2020-05-28,test11,0.92
5479,Chandler,2020-08-12,test11,0.5
5480,Chandler,2020-04-26,test11,0.74
5481,Rachel,2021-02-18,test11,0.96
5482,Chandler,2020-03-23,test11,0.3
5483,Rachel,2020-05-18,test11,0.9
5484,Joey,2020-02-19,test11,0.75
5485,Rachel,2021-04-20,test11,0.51
5486,Monica,2020-07-06,test11,0.09
5487,Monica,2020-05-31,test11,0.88
5488,Monica,2020-12-16,test11,0.75
5489,Monica,2020-01-22,test11,0.4
5490,Joey,2020-11-22,test11,0.79
5491,Joey,2021-04-18,test11,0.25
5492,Chandler,2021-04-08,test11,0.11
5493,Joey,2021-03-06,test11,0.37
5494,Monica,2020-08-15,test11,0.53
5495,Monica,2020-04-08,test11,0.36
5496,Joey,2020-12-30,test11,0.46
5497,Joey,2021-04-16,test11,0.25
5498,Chandler,2020-08-25,test11,0.01
5499,Rachel,2021-05-07,test11,0.16
5500,Joey,2020-05-29,test12,0.07
5501,Chandler,2021-04-07,test12,0.82
5502,Rachel,2021-05-06,test12,0.01
5503,Joey,2020-10-10,test12,0.25
5504,Ross,2020-08-27,test12,0.68
5505,Rachel,2020-01-04,test12,0.0
5506,Phoebe,2020-10-18,test12,0.85
5507,Rachel,2020-07-07,test12,0.11
5508,Chandler,2020-12-06,test12,0.12
5509,Phoebe,2021-01-06,test12,0.14
5510,Monica,2020-08-13,test12,0.64
5511,Chandler,2020-09-06,test12,0.5
5512,Chandler,2020-05-11,test12,0.0
5513,Joey,2020-06-07,test12,0.21
5514,Phoebe,2021-04-09,test12,0.57
5515,Monica,2020-06-08,test12,1.0
5516,Monica,2020-10-17,test12,0.98
5517,Monica,2021-04-26,test12,0.73
5518,Joey,2020-05-16,test12,0.75
5519,Ross,2020-12-19,test12,0.86
5520,Monica,2020-07-19,test12,0.38
5521,Ross,2020-09-07,test12,0.52
5522,Ross,2020-01-02,test12,0.65
5523,Phoebe,2021-01-31,test12,0.22
5524,Joey,2020-11-11,test12,0.67
5525,Chandler,2020-08-29,test12,0.42
5526,Monica,2020-03-29,test12,0.33
5527,Monica,2021-03-02,test12,0.38
5528,Ross,2020-02-18,test12,0.21
5529,Ross,2020-06-04,test12,0.06
